OPO code,Center code,Begin date,End date,Local Transplants,Regional Transplants,KI transplants procured by this OPO for the center,PA transplants procured by this OPO for the center,LI transplants procured by this OPO for the center,IN transplants procured by this OPO for the center,HR transplants procured by this OPO for the center,LU transplants procured by this OPO for the center
WALC,CAPM-TX1,07/01/2017,06/30/2018,0,0,6,0,0,0,0,0
AZOB,CARC-TX1,07/01/2017,06/30/2018,0,1,1,0,0,0,0,0
CAOP,CARC-TX1,07/01/2017,06/30/2018,1,1,14,0,0,0,0,0
FLMP,CARC-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
NVLV,CARC-TX1,07/01/2017,06/30/2018,0,1,1,0,0,0,0,0
ORUO,CARC-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
PADV,CARC-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
AZOB,CASD-TX1,07/01/2017,06/30/2018,0,1,1,0,3,0,5,2
CADN,CASD-TX1,07/01/2017,06/30/2018,0,1,2,0,2,0,7,0
CAGS,CASD-TX1,07/01/2017,06/30/2018,0,1,0,0,2,0,1,2
CAOP,CASD-TX1,07/01/2017,06/30/2018,0,1,3,0,6,0,4,16
CASD,CASD-TX1,07/01/2017,06/30/2018,1,1,48,0,14,0,17,19
CORS,CASD-TX1,07/01/2017,06/30/2018,0,0,0,0,0,0,1,2
NMOP,CASD-TX1,07/01/2017,06/30/2018,0,1,0,0,3,0,2,0
NVLV,CASD-TX1,07/01/2017,06/30/2018,0,1,4,0,3,0,9,6
ORUO,CASD-TX1,07/01/2017,06/30/2018,0,0,0,0,0,0,2,0
WALC,CASD-TX1,07/01/2017,06/30/2018,0,0,0,0,0,0,1,0
ALOB,CASF-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
AZOB,CASF-TX1,07/01/2017,06/30/2018,0,1,6,1,8,0,0,0
CADN,CASF-TX1,07/01/2017,06/30/2018,1,1,158,12,67,0,18,52
CAGS,CASF-TX1,07/01/2017,06/30/2018,0,1,7,2,7,0,1,14
CAOP,CASF-TX1,07/01/2017,06/30/2018,0,1,11,0,15,0,1,15
CASD,CASF-TX1,07/01/2017,06/30/2018,0,1,7,1,10,0,1,6
CORS,CASF-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
FLFH,CASF-TX1,07/01/2017,06/30/2018,0,0,0,0,1,0,0,0
FLUF,CASF-TX1,07/01/2017,06/30/2018,0,0,2,0,0,0,0,0
GALL,CASF-TX1,07/01/2017,06/30/2018,0,0,3,0,0,0,0,0
HIOP,CASF-TX1,07/01/2017,06/30/2018,0,0,2,0,2,0,0,2
ILIP,CASF-TX1,07/01/2017,06/30/2018,0,0,2,0,1,0,0,0
MAOB,CASF-TX1,07/01/2017,06/30/2018,0,0,5,0,0,0,0,0
MIOP,CASF-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
MNOP,CASF-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
MOMA,CASF-TX1,07/01/2017,06/30/2018,0,0,4,0,0,0,0,0
NCCM,CASF-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
NCNC,CASF-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
NJTO,CASF-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
NMOP,CASF-TX1,07/01/2017,06/30/2018,0,1,3,0,11,0,0,0
NVLV,CASF-TX1,07/01/2017,06/30/2018,0,1,7,1,12,0,0,6
OHLB,CASF-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
OHOV,CASF-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
ORUO,CASF-TX1,07/01/2017,06/30/2018,0,0,2,0,0,0,0,4
TNMS,CASF-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
TXGC,CASF-TX1,07/01/2017,06/30/2018,0,0,5,0,0,0,0,0
TXSA,CASF-TX1,07/01/2017,06/30/2018,0,0,2,0,0,0,0,0
TXSB,CASF-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
UTOP,CASF-TX1,07/01/2017,06/30/2018,0,1,4,0,2,0,0,0
VATB,CASF-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
WALC,CASF-TX1,07/01/2017,06/30/2018,0,0,2,0,6,0,0,2
WIDN,CASF-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
CADN,CASG-TX1,07/01/2017,06/30/2018,0,1,0,0,0,0,1,0
CAGS,CASG-TX1,07/01/2017,06/30/2018,1,1,0,0,0,0,8,0
AZOB,CASH-TX1,07/01/2017,06/30/2018,0,1,2,0,0,0,0,0
CADN,CASH-TX1,07/01/2017,06/30/2018,0,1,0,0,0,0,1,0
CAOP,CASH-TX1,07/01/2017,06/30/2018,0,1,1,0,0,0,0,0
CASD,CASH-TX1,07/01/2017,06/30/2018,1,1,31,2,0,0,9,0
LAOP,CASH-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
MOMA,CASH-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
NMOP,CASH-TX1,07/01/2017,06/30/2018,0,1,1,0,0,0,0,0
NVLV,CASH-TX1,07/01/2017,06/30/2018,0,1,1,1,0,0,2,0
UTOP,CASH-TX1,07/01/2017,06/30/2018,0,1,1,0,0,0,0,0
AZOB,CASJ-TX1,07/01/2017,06/30/2018,0,1,1,0,0,0,0,0
CAOP,CASJ-TX1,07/01/2017,06/30/2018,1,1,10,0,0,0,0,0
CASD,CASJ-TX1,07/01/2017,06/30/2018,0,1,1,0,0,0,0,0
AROR,CASM-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
AZOB,CASM-TX1,07/01/2017,06/30/2018,0,1,4,0,0,0,0,0
CADN,CASM-TX1,07/01/2017,06/30/2018,0,1,14,0,0,0,0,0
CAGS,CASM-TX1,07/01/2017,06/30/2018,1,1,100,2,0,0,0,0
CAOP,CASM-TX1,07/01/2017,06/30/2018,0,1,20,0,0,0,0,0
CASD,CASM-TX1,07/01/2017,06/30/2018,0,1,10,0,0,0,0,0
CORS,CASM-TX1,07/01/2017,06/30/2018,0,0,2,0,0,0,0,0
FLWC,CASM-TX1,07/01/2017,06/30/2018,0,0,2,0,0,0,0,0
GALL,CASM-TX1,07/01/2017,06/30/2018,0,0,5,0,0,0,0,0
HIOP,CASM-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
ILIP,CASM-TX1,07/01/2017,06/30/2018,0,0,5,0,0,0,0,0
INOP,CASM-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
LAOP,CASM-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
MAOB,CASM-TX1,07/01/2017,06/30/2018,0,0,2,0,0,0,0,0
MIOP,CASM-TX1,07/01/2017,06/30/2018,0,0,4,0,0,0,0,0
MNOP,CASM-TX1,07/01/2017,06/30/2018,0,0,6,0,0,0,0,0
MOMA,CASM-TX1,07/01/2017,06/30/2018,0,0,4,0,0,0,0,0
MWOB,CASM-TX1,07/01/2017,06/30/2018,0,0,6,0,0,0,0,0
NCCM,CASM-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
NCNC,CASM-TX1,07/01/2017,06/30/2018,0,0,2,0,0,0,0,0
NJTO,CASM-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
NMOP,CASM-TX1,07/01/2017,06/30/2018,0,1,2,0,0,0,0,0
NVLV,CASM-TX1,07/01/2017,06/30/2018,0,1,14,0,0,0,0,0
NYRT,CASM-TX1,07/01/2017,06/30/2018,0,0,2,0,0,0,0,0
OHLB,CASM-TX1,07/01/2017,06/30/2018,0,0,4,0,0,0,0,0
OKOP,CASM-TX1,07/01/2017,06/30/2018,0,0,4,0,0,0,0,0
ORUO,CASM-TX1,07/01/2017,06/30/2018,0,0,3,0,0,0,0,0
PADV,CASM-TX1,07/01/2017,06/30/2018,0,0,11,0,0,0,0,0
PATF,CASM-TX1,07/01/2017,06/30/2018,0,0,2,0,0,0,0,0
SCOP,CASM-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
TNDS,CASM-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
TXGC,CASM-TX1,07/01/2017,06/30/2018,0,0,2,0,0,0,0,0
TXSA,CASM-TX1,07/01/2017,06/30/2018,0,0,3,0,0,0,0,0
TXSB,CASM-TX1,07/01/2017,06/30/2018,0,0,3,0,0,0,0,0
UTOP,CASM-TX1,07/01/2017,06/30/2018,0,1,6,0,0,0,0,0
VATB,CASM-TX1,07/01/2017,06/30/2018,0,0,2,0,0,0,0,0
WALC,CASM-TX1,07/01/2017,06/30/2018,0,0,11,0,0,0,0,0
WIUW,CASM-TX1,07/01/2017,06/30/2018,0,0,2,0,0,0,0,0
ALOB,CASU-TX1,07/01/2017,06/30/2018,0,0,1,0,1,0,0,0
AZOB,CASU-TX1,07/01/2017,06/30/2018,0,1,2,0,7,0,2,2
CADN,CASU-TX1,07/01/2017,06/30/2018,1,1,62,2,50,0,43,67
CAGS,CASU-TX1,07/01/2017,06/30/2018,0,1,1,0,6,0,3,14
CAOP,CASU-TX1,07/01/2017,06/30/2018,0,1,1,0,8,0,8,16
CASD,CASU-TX1,07/01/2017,06/30/2018,0,1,3,0,6,0,5,4
CORS,CASU-TX1,07/01/2017,06/30/2018,0,0,3,0,1,0,2,0
DCTC,CASU-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
HIOP,CASU-TX1,07/01/2017,06/30/2018,0,0,0,0,0,0,0,2
ILIP,CASU-TX1,07/01/2017,06/30/2018,0,0,2,0,0,0,0,0
INOP,CASU-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
MIOP,CASU-TX1,07/01/2017,06/30/2018,0,0,0,0,1,0,0,0
MNOP,CASU-TX1,07/01/2017,06/30/2018,0,0,0,0,0,0,1,0
MWOB,CASU-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
NMOP,CASU-TX1,07/01/2017,06/30/2018,0,1,1,0,2,0,0,0
NVLV,CASU-TX1,07/01/2017,06/30/2018,0,1,2,1,7,0,3,6
OHLP,CASU-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
OHOV,CASU-TX1,07/01/2017,06/30/2018,0,0,0,0,1,0,0,0
ORUO,CASU-TX1,07/01/2017,06/30/2018,0,0,0,0,0,0,4,8
PADV,CASU-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
TNDS,CASU-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
TXGC,CASU-TX1,07/01/2017,06/30/2018,0,0,4,0,1,0,1,0
TXSA,CASU-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
UTOP,CASU-TX1,07/01/2017,06/30/2018,0,1,2,0,4,0,2,2
WALC,CASU-TX1,07/01/2017,06/30/2018,0,0,2,0,1,0,7,0
CADN,CASV-TX1,07/01/2017,06/30/2018,0,1,3,0,0,0,0,0
CAOP,CASV-TX1,07/01/2017,06/30/2018,1,1,41,7,0,0,0,0
CORS,CASV-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
FLMP,CASV-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
NVLV,CASV-TX1,07/01/2017,06/30/2018,0,1,2,0,0,0,0,0
OHLB,CASV-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
TXSB,CASV-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
UTOP,CASV-TX1,07/01/2017,06/30/2018,0,1,1,0,0,0,0,0
AZOB,CAUC-TX1,07/01/2017,06/30/2018,0,1,10,0,17,0,5,8
CADN,CAUC-TX1,07/01/2017,06/30/2018,0,1,16,1,22,1,3,5
CAGS,CAUC-TX1,07/01/2017,06/30/2018,0,1,5,0,12,0,6,2
CAOP,CAUC-TX1,07/01/2017,06/30/2018,1,1,173,2,81,1,30,75
CASD,CAUC-TX1,07/01/2017,06/30/2018,0,1,11,0,7,0,1,19
DCTC,CAUC-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
FLWC,CAUC-TX1,07/01/2017,06/30/2018,0,0,3,0,0,0,0,0
GALL,CAUC-TX1,07/01/2017,06/30/2018,0,0,3,0,0,0,0,0
IAOP,CAUC-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
ILIP,CAUC-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
INOP,CAUC-TX1,07/01/2017,06/30/2018,0,0,2,0,0,0,0,0
LAOP,CAUC-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
MAOB,CAUC-TX1,07/01/2017,06/30/2018,0,0,3,0,0,0,0,0
MDPC,CAUC-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
MIOP,CAUC-TX1,07/01/2017,06/30/2018,0,0,2,0,0,0,0,0
MNOP,CAUC-TX1,07/01/2017,06/30/2018,0,0,2,0,0,0,0,0
MOMA,CAUC-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
MSOP,CAUC-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
MWOB,CAUC-TX1,07/01/2017,06/30/2018,0,0,2,0,0,0,0,0
NJTO,CAUC-TX1,07/01/2017,06/30/2018,0,0,2,0,0,0,0,0
NMOP,CAUC-TX1,07/01/2017,06/30/2018,0,1,2,0,6,0,0,0
NVLV,CAUC-TX1,07/01/2017,06/30/2018,0,1,14,0,17,0,7,18
NYFL,CAUC-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
NYRT,CAUC-TX1,07/01/2017,06/30/2018,0,0,2,0,0,0,1,0
OKOP,CAUC-TX1,07/01/2017,06/30/2018,0,0,1,0,1,0,0,0
PADV,CAUC-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
PATF,CAUC-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
TNDS,CAUC-TX1,07/01/2017,06/30/2018,0,0,2,0,0,0,0,0
TNMS,CAUC-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
TXGC,CAUC-TX1,07/01/2017,06/30/2018,0,0,2,0,1,0,0,1
TXSA,CAUC-TX1,07/01/2017,06/30/2018,0,0,3,0,0,0,0,0
TXSB,CAUC-TX1,07/01/2017,06/30/2018,0,0,4,0,0,0,0,0
UTOP,CAUC-TX1,07/01/2017,06/30/2018,0,1,6,0,5,0,0,2
WIUW,CAUC-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
AZOB,CAUH-TX1,07/01/2017,06/30/2018,0,1,4,0,12,0,1,1
CADN,CAUH-TX1,07/01/2017,06/30/2018,0,1,7,0,10,0,1,0
CAGS,CAUH-TX1,07/01/2017,06/30/2018,0,1,2,0,10,0,1,1
CAOP,CAUH-TX1,07/01/2017,06/30/2018,1,1,67,3,41,0,10,12
CASD,CAUH-TX1,07/01/2017,06/30/2018,0,1,5,0,6,0,0,3
FLWC,CAUH-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
GALL,CAUH-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
HIOP,CAUH-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
ILIP,CAUH-TX1,07/01/2017,06/30/2018,0,0,2,0,0,0,0,0
MIOP,CAUH-TX1,07/01/2017,06/30/2018,0,0,2,0,0,0,0,0
MOMA,CAUH-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
MWOB,CAUH-TX1,07/01/2017,06/30/2018,0,0,2,0,0,0,0,0
NEOR,CAUH-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
NMOP,CAUH-TX1,07/01/2017,06/30/2018,0,1,4,0,1,0,0,0
NVLV,CAUH-TX1,07/01/2017,06/30/2018,0,1,14,0,3,0,1,2
NYRT,CAUH-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
NYWN,CAUH-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
OKOP,CAUH-TX1,07/01/2017,06/30/2018,0,0,2,0,0,0,0,0
ORUO,CAUH-TX1,07/01/2017,06/30/2018,0,0,2,0,0,0,0,0
PADV,CAUH-TX1,07/01/2017,06/30/2018,0,0,2,0,0,0,0,0
TNDS,CAUH-TX1,07/01/2017,06/30/2018,0,0,2,0,0,0,0,0
TXGC,CAUH-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
TXSB,CAUH-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
UTOP,CAUH-TX1,07/01/2017,06/30/2018,0,1,4,0,3,0,0,0
WALC,CAUH-TX1,07/01/2017,06/30/2018,0,0,5,0,0,0,0,0
CADN,COCH-TX1,07/01/2017,06/30/2018,0,0,0,0,0,0,1,0
CAOP,COCH-TX1,07/01/2017,06/30/2018,0,0,0,0,1,0,0,0
CORS,COCH-TX1,07/01/2017,06/30/2018,1,1,11,0,3,0,4,0
IAOP,COCH-TX1,07/01/2017,06/30/2018,0,1,0,0,1,0,0,0
ILIP,COCH-TX1,07/01/2017,06/30/2018,0,0,0,0,0,0,1,0
INOP,COCH-TX1,07/01/2017,06/30/2018,0,0,0,0,1,0,0,0
MAOB,COCH-TX1,07/01/2017,06/30/2018,0,0,0,0,1,0,0,0
MOMA,COCH-TX1,07/01/2017,06/30/2018,0,1,1,0,1,0,0,0
MWOB,COCH-TX1,07/01/2017,06/30/2018,0,1,1,0,2,0,5,0
NCNC,COCH-TX1,07/01/2017,06/30/2018,0,0,0,0,1,0,0,0
NEOR,COCH-TX1,07/01/2017,06/30/2018,0,1,0,0,0,0,1,0
OKOP,COCH-TX1,07/01/2017,06/30/2018,0,0,0,0,0,0,1,0
TXGC,COCH-TX1,07/01/2017,06/30/2018,0,0,0,0,0,0,1,0
UTOP,COCH-TX1,07/01/2017,06/30/2018,0,0,0,0,0,0,1,0
CADN,COPM-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
CORS,COPM-TX1,07/01/2017,06/30/2018,1,1,19,0,13,0,0,0
IAOP,COPM-TX1,07/01/2017,06/30/2018,0,1,0,0,1,0,0,0
MOMA,COPM-TX1,07/01/2017,06/30/2018,0,1,1,0,1,0,0,0
MWOB,COPM-TX1,07/01/2017,06/30/2018,0,1,0,0,1,0,0,0
NEOR,COPM-TX1,07/01/2017,06/30/2018,0,1,1,0,0,0,0,0
PADV,COPM-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
TNMS,COPM-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
TXGC,COPM-TX1,07/01/2017,06/30/2018,0,0,2,0,0,0,0,0
CORS,COSL-TX1,07/01/2017,06/30/2018,1,1,38,0,4,0,0,0
MOMA,COSL-TX1,07/01/2017,06/30/2018,0,1,0,0,2,0,0,0
MWOB,COSL-TX1,07/01/2017,06/30/2018,0,1,4,0,5,0,0,0
NEOR,COSL-TX1,07/01/2017,06/30/2018,0,1,0,0,1,0,0,0
TXGC,COSL-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
WIUW,COSL-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
AZOB,COUC-TX1,07/01/2017,06/30/2018,0,0,0,0,0,0,0,1
CAGS,COUC-TX1,07/01/2017,06/30/2018,0,0,0,0,1,0,0,0
CASD,COUC-TX1,07/01/2017,06/30/2018,0,0,0,0,0,0,1,0
CORS,COUC-TX1,07/01/2017,06/30/2018,1,1,96,8,50,0,31,33
GALL,COUC-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
IAOP,COUC-TX1,07/01/2017,06/30/2018,0,1,1,1,6,0,0,0
ILIP,COUC-TX1,07/01/2017,06/30/2018,0,0,0,0,1,0,0,0
LAOP,COUC-TX1,07/01/2017,06/30/2018,0,0,0,0,0,0,1,0
MAOB,COUC-TX1,07/01/2017,06/30/2018,0,0,2,0,0,0,0,0
MNOP,COUC-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,1,6
MOMA,COUC-TX1,07/01/2017,06/30/2018,0,1,7,0,14,0,0,0
MWOB,COUC-TX1,07/01/2017,06/30/2018,0,1,13,3,10,0,1,9
NCNC,COUC-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
NEOR,COUC-TX1,07/01/2017,06/30/2018,0,1,1,0,5,0,0,2
NMOP,COUC-TX1,07/01/2017,06/30/2018,0,0,0,0,0,0,1,0
OHLP,COUC-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
OKOP,COUC-TX1,07/01/2017,06/30/2018,0,0,1,1,1,0,2,8
TXSA,COUC-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
TXSB,COUC-TX1,07/01/2017,06/30/2018,0,0,0,0,0,0,0,2
UTOP,COUC-TX1,07/01/2017,06/30/2018,0,0,0,0,0,0,3,6
WALC,COUC-TX1,07/01/2017,06/30/2018,0,0,0,0,0,0,2,2
AZOB,CTHH-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
CAOP,CTHH-TX1,07/01/2017,06/30/2018,0,0,2,0,0,0,0,0
CTOP,CTHH-TX1,07/01/2017,06/30/2018,1,1,43,0,25,0,14,0
FLWC,CTHH-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
GALL,CTHH-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
MAOB,CTHH-TX1,07/01/2017,06/30/2018,0,1,17,0,5,0,0,0
MIOP,CTHH-TX1,07/01/2017,06/30/2018,0,0,2,0,0,0,0,0
MWOB,CTHH-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
NYAP,CTHH-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
OHLC,CTHH-TX1,07/01/2017,06/30/2018,0,0,0,0,1,0,0,0
OHLP,CTHH-TX1,07/01/2017,06/30/2018,0,0,0,0,0,0,1,0
OKOP,CTHH-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
PADV,CTHH-TX1,07/01/2017,06/30/2018,0,0,0,0,2,0,0,0
TXGC,CTHH-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
VATB,CTHH-TX1,07/01/2017,06/30/2018,0,0,0,0,0,0,1,0
AZOB,CTYN-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
CASD,CTYN-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
CORS,CTYN-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
CTOP,CTYN-TX1,07/01/2017,06/30/2018,0,1,3,0,1,0,0,0
DCTC,CTYN-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
FLMP,CTYN-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
MAOB,CTYN-TX1,07/01/2017,06/30/2018,1,1,47,0,18,0,10,0
MIOP,CTYN-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
PADV,CTYN-TX1,07/01/2017,06/30/2018,0,0,0,0,0,0,1,0
TXSB,CTYN-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
UTOP,CTYN-TX1,07/01/2017,06/30/2018,0,0,2,0,0,0,0,0
WIDN,CTYN-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
DCTC,DCCH-TX1,07/01/2017,06/30/2018,1,1,10,0,0,0,1,0
GALL,DCCH-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
NCCM,DCCH-TX1,07/01/2017,06/30/2018,0,0,0,0,0,0,1,0
NJTO,DCCH-TX1,07/01/2017,06/30/2018,0,1,0,0,0,0,1,0
NYFL,DCCH-TX1,07/01/2017,06/30/2018,0,0,0,0,0,0,1,0
PATF,DCCH-TX1,07/01/2017,06/30/2018,0,1,0,0,0,0,1,0
WIDN,DCCH-TX1,07/01/2017,06/30/2018,0,0,0,0,0,0,1,0
AZOB,DCGU-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
CAOP,DCGU-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
CTOP,DCGU-TX1,07/01/2017,06/30/2018,0,0,0,0,1,1,0,0
DCTC,DCGU-TX1,07/01/2017,06/30/2018,1,1,81,20,75,1,0,0
FLFH,DCGU-TX1,07/01/2017,06/30/2018,0,0,2,1,0,0,0,0
FLUF,DCGU-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
FLWC,DCGU-TX1,07/01/2017,06/30/2018,0,0,3,0,0,0,0,0
GALL,DCGU-TX1,07/01/2017,06/30/2018,0,0,1,0,0,1,0,0
ILIP,DCGU-TX1,07/01/2017,06/30/2018,0,0,0,0,0,1,0,0
INOP,DCGU-TX1,07/01/2017,06/30/2018,0,0,0,0,0,1,0,0
LAOP,DCGU-TX1,07/01/2017,06/30/2018,0,0,1,1,0,1,0,0
MAOB,DCGU-TX1,07/01/2017,06/30/2018,0,0,0,1,1,2,0,0
MDPC,DCGU-TX1,07/01/2017,06/30/2018,0,1,5,0,7,0,0,0
MIOP,DCGU-TX1,07/01/2017,06/30/2018,0,0,3,1,0,0,0,0
MNOP,DCGU-TX1,07/01/2017,06/30/2018,0,0,0,0,0,1,0,0
MSOP,DCGU-TX1,07/01/2017,06/30/2018,0,0,2,0,0,0,0,0
MWOB,DCGU-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
NCNC,DCGU-TX1,07/01/2017,06/30/2018,0,0,1,1,1,2,0,0
NJTO,DCGU-TX1,07/01/2017,06/30/2018,0,1,6,0,7,0,0,0
NMOP,DCGU-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
NYRT,DCGU-TX1,07/01/2017,06/30/2018,0,0,0,0,1,1,0,0
OHLB,DCGU-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
OHLP,DCGU-TX1,07/01/2017,06/30/2018,0,0,0,1,1,1,0,0
OKOP,DCGU-TX1,07/01/2017,06/30/2018,0,0,1,1,0,1,0,0
PADV,DCGU-TX1,07/01/2017,06/30/2018,0,1,18,3,9,0,0,0
PATF,DCGU-TX1,07/01/2017,06/30/2018,0,1,6,1,2,1,0,0
PRLL,DCGU-TX1,07/01/2017,06/30/2018,0,0,1,1,0,0,0,0
SCOP,DCGU-TX1,07/01/2017,06/30/2018,0,0,0,0,1,0,0,0
TXGC,DCGU-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
TXSA,DCGU-TX1,07/01/2017,06/30/2018,0,0,0,0,0,1,0,0
TXSB,DCGU-TX1,07/01/2017,06/30/2018,0,0,4,1,0,1,0,0
UTOP,DCGU-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
VATB,DCGU-TX1,07/01/2017,06/30/2018,0,0,0,0,0,1,0,0
ALOB,DCGW-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
CADN,DCGW-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
CAOP,DCGW-TX1,07/01/2017,06/30/2018,0,0,2,0,0,0,0,0
DCTC,DCGW-TX1,07/01/2017,06/30/2018,1,1,20,0,0,0,0,0
FLUF,DCGW-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
MDPC,DCGW-TX1,07/01/2017,06/30/2018,0,1,1,0,0,0,0,0
MWOB,DCGW-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
NVLV,DCGW-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
PADV,DCGW-TX1,07/01/2017,06/30/2018,0,1,5,0,0,0,0,0
PATF,DCGW-TX1,07/01/2017,06/30/2018,0,1,3,0,0,0,0,0
TNMS,DCGW-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
